Exchange,Nodes,NodeIDs,HasNDD,AssignedValue
118,4,15;34;35;109,Yes,0.833903
119,4,15;34;43;109,Yes,0.833903
120,4,15;34;44;109,Yes,0.833903
121,4,15;34;47;109,Yes,0.833903
122,4,15;34;54;109,Yes,0.6561
123,4,15;34;59;109,Yes,0.833903
124,4,15;34;60;109,Yes,0.833903
125,4,15;34;64;109,Yes,0.833903
126,4,15;34;70;109,Yes,0.833903
127,4,15;34;75;109,Yes,0.833903
128,4,15;34;79;109,Yes,0.6561
129,4,15;34;81;109,Yes,0.833903
130,4,15;34;84;109,Yes,0.833903
131,4,15;34;85;109,Yes,0.833903
132,4,15;34;91;109,Yes,1.3122
133,4,15;34;92;109,Yes,0.833903
134,4,15;34;93;109,Yes,0.833903
135,4,15;34;95;109,Yes,0.833903
136,4,15;34;96;109,Yes,0.833903
137,4,15;34;99;109,Yes,0.833903
138,4,15;34;100;109,Yes,0.833903
139,4,15;34;101;109,Yes,0.6561
140,4,15;34;102;109,Yes,0.833903
141,4,15;34;103;109,Yes,0.833903
142,4,15;34;108;109,Yes,1.3122
143,3,15;35;109,Yes,0.6561
144,4,15;35;43;109,Yes,0.833903
145,4,15;35;44;109,Yes,0.833903
146,4,15;35;47;109,Yes,0.833903
147,4,15;35;54;109,Yes,0.6561
148,4,15;35;59;109,Yes,0.833903
149,4,15;35;60;109,Yes,0.833903
150,4,15;35;64;109,Yes,0.833903
151,4,15;35;70;109,Yes,0.833903
152,4,15;35;75;109,Yes,0.833903
153,4,15;35;79;109,Yes,0.6561
154,4,15;35;81;109,Yes,0.833903
155,4,15;35;84;109,Yes,0.833903
156,4,15;35;85;109,Yes,0.833903
157,4,15;35;91;109,Yes,1.3122
158,4,15;35;92;109,Yes,0.833903
159,4,15;35;93;109,Yes,0.833903
160,4,15;35;95;109,Yes,0.833903
161,4,15;35;96;109,Yes,0.833903
162,4,15;35;99;109,Yes,0.833903
163,4,15;35;100;109,Yes,0.833903
164,4,15;35;101;109,Yes,0.6561
165,4,15;35;102;109,Yes,0.833903
166,4,15;35;103;109,Yes,0.833903
167,4,15;35;108;109,Yes,0.833903
168,3,15;43;109,Yes,0.6561
169,4,15;43;44;109,Yes,0.833903
170,4,15;43;47;109,Yes,0.833903
171,4,15;43;54;109,Yes,0.6561
172,4,15;43;59;109,Yes,0.833903
173,4,15;43;60;109,Yes,0.833903
174,4,15;43;64;109,Yes,0.833903
175,4,15;43;70;109,Yes,0.833903
176,4,15;43;75;109,Yes,0.833903
177,4,15;43;79;109,Yes,0.6561
178,4,15;43;81;109,Yes,0.833903
179,4,15;43;84;109,Yes,0.833903
180,4,15;43;85;109,Yes,0.833903
181,4,15;43;91;109,Yes,1.3122
182,4,15;43;92;109,Yes,0.833903
183,4,15;43;93;109,Yes,0.833903
184,4,15;43;95;109,Yes,0.833903
185,4,15;43;96;109,Yes,0.833903
186,4,15;43;99;109,Yes,0.833903
187,4,15;43;100;109,Yes,0.833903
188,4,15;43;101;109,Yes,0.6561
189,4,15;43;102;109,Yes,0.833903
190,4,15;43;103;109,Yes,0.833903
191,4,15;43;108;109,Yes,0.833903
192,3,15;44;109,Yes,0.6561
193,4,15;44;47;109,Yes,1.3122
194,4,15;44;54;109,Yes,0.6561
195,4,15;44;59;109,Yes,1.3122
196,4,15;44;60;109,Yes,1.3122
197,4,15;44;64;109,Yes,1.3122
198,4,15;44;70;109,Yes,0.833903
199,4,15;44;75;109,Yes,0.833903
200,4,15;44;79;109,Yes,0.6561
201,4,15;44;81;109,Yes,1.3122
202,4,15;44;84;109,Yes,1.3122
203,4,15;44;85;109,Yes,1.3122
204,4,15;44;91;109,Yes,1.3122
205,4,15;44;92;109,Yes,0.833903
206,4,15;44;93;109,Yes,1.3122
207,4,15;44;95;109,Yes,1.3122
208,4,15;44;96;109,Yes,1.3122
209,4,15;44;99;109,Yes,1.3122
210,4,15;44;100;109,Yes,1.3122
211,4,15;44;101;109,Yes,0.6561
212,4,15;44;102;109,Yes,1.3122
213,4,15;44;103;109,Yes,1.3122
214,4,15;44;108;109,Yes,0.833903
215,4,15;21;44;109,Yes,0.6561
216,4,15;44;67;109,Yes,1.18223
217,4,15;44;83;109,Yes,1.1344
218,4,15;44;86;109,Yes,1.1344
219,4,15;44;97;109,Yes,1.1344
220,4,15;44;105;109,Yes,1.1344
221,3,15;47;109,Yes,0.6561
222,4,15;47;54;109,Yes,0.6561
223,4,15;47;59;109,Yes,0.833903
224,4,15;47;60;109,Yes,0.833903
225,4,15;47;64;109,Yes,0.833903
226,4,15;47;70;109,Yes,0.833903
227,4,15;47;75;109,Yes,0.833903
228,4,15;47;79;109,Yes,0.6561
229,4,15;47;81;109,Yes,0.833903
230,4,15;47;84;109,Yes,0.833903
231,4,15;47;85;109,Yes,0.833903
232,4,15;47;91;109,Yes,1.3122
233,4,15;47;92;109,Yes,0.833903
234,4,15;47;93;109,Yes,0.833903
235,4,15;47;95;109,Yes,0.833903
236,4,15;47;96;109,Yes,0.833903
237,4,15;47;99;109,Yes,0.833903
238,4,15;47;100;109,Yes,0.833903
239,4,15;47;101;109,Yes,0.6561
240,4,15;47;102;109,Yes,0.833903
241,4,15;47;103;109,Yes,0.833903
242,4,15;47;108;109,Yes,1.3122
243,4,15;47;71;109,Yes,1.1344
244,4,15;47;83;109,Yes,1.33634
245,3,15;54;109,Yes,0
246,4,15;54;59;109,Yes,0.6561
247,4,15;54;60;109,Yes,0.6561
248,4,15;54;64;109,Yes,0.6561
249,4,15;54;70;109,Yes,0.6561
250,4,15;54;75;109,Yes,0.6561
251,4,15;54;79;109,Yes,0
252,4,15;54;81;109,Yes,0.6561
253,4,15;54;84;109,Yes,0.6561
254,4,15;54;85;109,Yes,0.6561
255,4,15;54;91;109,Yes,0.6561
256,4,15;54;92;109,Yes,0.6561
257,4,15;54;93;109,Yes,0.6561
258,4,15;54;95;109,Yes,0.6561
259,4,15;54;96;109,Yes,0.6561
260,4,15;54;99;109,Yes,0.6561
261,4,15;54;100;109,Yes,0.6561
262,4,15;54;101;109,Yes,0
263,4,15;54;102;109,Yes,0.6561
264,4,15;54;103;109,Yes,0.6561
265,4,15;54;108;109,Yes,0.6561
266,3,15;59;109,Yes,0.6561
267,4,15;59;60;109,Yes,0.833903
268,4,15;59;64;109,Yes,0.833903
269,4,15;59;70;109,Yes,0.833903
270,4,15;59;75;109,Yes,0.833903
271,4,15;59;79;109,Yes,0.6561
272,4,15;59;81;109,Yes,0.833903
273,4,15;59;84;109,Yes,0.833903
274,4,15;59;85;109,Yes,0.833903
275,4,15;59;91;109,Yes,1.3122
276,4,15;59;92;109,Yes,0.833903
277,4,15;59;93;109,Yes,0.833903
278,4,15;59;95;109,Yes,0.833903
279,4,15;59;96;109,Yes,0.833903
280,4,15;59;99;109,Yes,0.833903
281,4,15;59;100;109,Yes,0.833903
282,4,15;59;101;109,Yes,0.6561
283,4,15;59;102;109,Yes,0.833903
284,4,15;59;103;109,Yes,0.833903
285,4,15;59;108;109,Yes,0.833903
286,3,15;60;109,Yes,0.6561
287,4,15;60;64;109,Yes,0.833903
288,4,15;60;70;109,Yes,0.833903
289,4,15;60;75;109,Yes,0.833903
290,4,15;60;79;109,Yes,0.6561
291,4,15;60;81;109,Yes,0.833903
292,4,15;60;84;109,Yes,0.833903
293,4,15;60;85;109,Yes,0.833903
294,4,15;60;91;109,Yes,1.3122
295,4,15;60;92;109,Yes,0.833903
296,4,15;60;93;109,Yes,0.833903
297,4,15;60;95;109,Yes,0.833903
298,4,15;60;96;109,Yes,0.833903
299,4,15;60;99;109,Yes,0.833903
300,4,15;60;100;109,Yes,0.833903
301,4,15;60;101;109,Yes,0.6561
302,4,15;60;102;109,Yes,0.833903
303,4,15;60;103;109,Yes,0.833903
304,4,15;60;108;109,Yes,1.3122
305,3,15;64;109,Yes,0.6561
306,4,15;64;70;109,Yes,0.833903
307,4,15;64;75;109,Yes,0.833903
308,4,15;64;79;109,Yes,0.6561
309,4,15;64;81;109,Yes,0.833903
310,4,15;64;84;109,Yes,0.833903
311,4,15;64;85;109,Yes,0.833903
312,4,15;64;91;109,Yes,1.3122
313,4,15;64;92;109,Yes,0.833903
314,4,15;64;93;109,Yes,0.833903
315,4,15;64;95;109,Yes,0.833903
316,4,15;64;96;109,Yes,0.833903
317,4,15;64;99;109,Yes,0.833903
318,4,15;64;100;109,Yes,0.833903
319,4,15;64;101;109,Yes,0.6561
320,4,15;64;102;109,Yes,0.833903
321,4,15;64;103;109,Yes,0.833903
322,4,15;64;108;109,Yes,1.3122
323,3,15;70;109,Yes,0.6561
324,4,15;70;75;109,Yes,0.833903
325,4,15;70;79;109,Yes,0.6561
326,4,15;70;81;109,Yes,0.833903
327,4,15;70;84;109,Yes,0.833903
328,4,15;70;85;109,Yes,0.833903
329,4,15;70;91;109,Yes,0.833903
330,4,15;70;92;109,Yes,0.833903
331,4,15;70;93;109,Yes,0.833903
332,4,15;70;95;109,Yes,0.833903
333,4,15;70;96;109,Yes,0.833903
334,4,15;70;99;109,Yes,0.833903
335,4,15;70;100;109,Yes,0.833903
336,4,15;70;101;109,Yes,0.6561
337,4,15;70;102;109,Yes,0.833903
338,4,15;70;103;109,Yes,0.833903
339,4,15;70;108;109,Yes,0.833903
340,3,15;75;109,Yes,0.6561
341,4,15;75;79;109,Yes,0.6561
342,4,15;75;81;109,Yes,0.833903
343,4,15;75;84;109,Yes,0.833903
344,4,15;75;85;109,Yes,0.833903
345,4,15;75;91;109,Yes,1.3122
346,4,15;75;92;109,Yes,0.833903
347,4,15;75;93;109,Yes,0.833903
348,4,15;75;95;109,Yes,0.833903
349,4,15;75;96;109,Yes,0.833903
350,4,15;75;99;109,Yes,0.833903
351,4,15;75;100;109,Yes,0.833903
352,4,15;75;101;109,Yes,0.6561
353,4,15;75;102;109,Yes,0.833903
354,4,15;75;103;109,Yes,0.833903
355,4,15;75;108;109,Yes,0.833903
356,3,15;79;109,Yes,0
357,4,15;79;81;109,Yes,0.6561
358,4,15;79;84;109,Yes,0.6561
359,4,15;79;85;109,Yes,0.6561
360,4,15;79;91;109,Yes,0.6561
361,4,15;79;92;109,Yes,0.6561
362,4,15;79;93;109,Yes,0.6561
363,4,15;79;95;109,Yes,0.6561
364,4,15;79;96;109,Yes,0.6561
365,4,15;79;99;109,Yes,0.6561
366,4,15;79;100;109,Yes,0.6561
367,4,15;79;101;109,Yes,0
368,4,15;79;102;109,Yes,0.6561
369,4,15;79;103;109,Yes,0.6561
370,4,15;79;108;109,Yes,0.6561
371,3,15;81;109,Yes,0.6561
372,4,15;81;84;109,Yes,0.833903
373,4,15;81;85;109,Yes,0.833903
374,4,15;81;91;109,Yes,1.3122
375,4,15;81;92;109,Yes,0.833903
376,4,15;81;93;109,Yes,0.833903
377,4,15;81;95;109,Yes,0.833903
378,4,15;81;96;109,Yes,0.833903
379,4,15;81;99;109,Yes,0.833903
380,4,15;81;100;109,Yes,0.833903
381,4,15;81;101;109,Yes,0.6561
382,4,15;81;102;109,Yes,0.833903
383,4,15;81;103;109,Yes,0.833903
384,4,15;81;108;109,Yes,1.3122
385,4,15;71;81;109,Yes,1.1344
386,3,15;84;109,Yes,0.6561
387,4,15;84;85;109,Yes,0.833903
388,4,15;84;91;109,Yes,1.3122
389,4,15;84;92;109,Yes,0.833903
390,4,15;84;93;109,Yes,0.833903
391,4,15;84;95;109,Yes,0.833903
392,4,15;84;96;109,Yes,0.833903
393,4,15;84;99;109,Yes,0.833903
394,4,15;84;100;109,Yes,0.833903
395,4,15;84;101;109,Yes,0.6561
396,4,15;84;102;109,Yes,0.833903
397,4,15;84;103;109,Yes,1.3122
398,4,15;84;108;109,Yes,0.833903
399,3,15;85;109,Yes,0.6561
400,4,15;85;91;109,Yes,1.3122
401,4,15;85;92;109,Yes,0.833903
402,4,15;85;93;109,Yes,0.833903
403,4,15;85;95;109,Yes,0.833903
404,4,15;85;96;109,Yes,0.833903
405,4,15;85;99;109,Yes,0.833903
406,4,15;85;100;109,Yes,0.833903
407,4,15;85;101;109,Yes,0.6561
408,4,15;85;102;109,Yes,0.833903
409,4,15;85;103;109,Yes,0.833903
410,4,15;85;108;109,Yes,1.3122
411,3,15;91;109,Yes,0.6561
412,4,15;91;92;109,Yes,0.833903
413,4,15;91;93;109,Yes,1.3122
414,4,15;91;95;109,Yes,1.3122
415,4,15;91;96;109,Yes,1.3122
416,4,15;91;99;109,Yes,1.3122
417,4,15;91;100;109,Yes,1.3122
418,4,15;91;101;109,Yes,0.6561
419,4,15;91;102;109,Yes,1.3122
420,4,15;91;103;109,Yes,1.3122
421,4,15;91;108;109,Yes,0.833903
422,4,15;21;91;109,Yes,0.6561
423,4,15;53;91;109,Yes,1.42254
424,4,15;61;91;109,Yes,1.1344
425,4,15;67;91;109,Yes,1.18223
426,4,15;77;91;109,Yes,1.1344
427,4,15;83;91;109,Yes,1.1344
428,4,15;86;91;109,Yes,1.1344
429,4,15;87;91;109,Yes,1.1344
430,4,15;91;105;109,Yes,1.33634
431,4,15;91;106;109,Yes,1.1344
432,4,15;91;107;109,Yes,1.33634
433,3,15;92;109,Yes,0.6561
434,4,15;92;93;109,Yes,0.833903
435,4,15;92;95;109,Yes,0.833903
436,4,15;92;96;109,Yes,0.833903
437,4,15;92;99;109,Yes,0.833903
438,4,15;92;100;109,Yes,0.833903
439,4,15;92;101;109,Yes,0.6561
440,4,15;92;102;109,Yes,0.833903
441,4,15;92;103;109,Yes,0.833903
442,4,15;92;108;109,Yes,0.833903
443,3,15;93;109,Yes,0.6561
444,4,15;93;95;109,Yes,0.833903
445,4,15;93;96;109,Yes,0.833903
446,4,15;93;99;109,Yes,0.833903
447,4,15;93;100;109,Yes,0.833903
448,4,15;93;101;109,Yes,0.6561
449,4,15;93;102;109,Yes,0.833903
450,4,15;93;103;109,Yes,0.833903
451,4,15;93;108;109,Yes,1.3122
452,4,15;71;93;109,Yes,1.1344
453,3,15;95;109,Yes,0.6561
454,4,15;95;96;109,Yes,0.833903
455,4,15;95;99;109,Yes,0.833903
456,4,15;95;100;109,Yes,0.833903
457,4,15;95;101;109,Yes,0.6561
458,4,15;95;102;109,Yes,0.833903
459,4,15;95;103;109,Yes,0.833903
460,4,15;95;108;109,Yes,1.3122
461,4,15;83;95;109,Yes,1.1344
462,3,15;96;109,Yes,0.6561
463,4,15;96;99;109,Yes,0.833903
464,4,15;96;100;109,Yes,0.833903
465,4,15;96;101;109,Yes,0.6561
466,4,15;96;102;109,Yes,0.833903
467,4,15;96;103;109,Yes,0.833903
468,4,15;96;108;109,Yes,1.3122
469,4,15;31;96;109,Yes,1.18223
470,4,15;71;96;109,Yes,1.1344
471,4,15;83;96;109,Yes,1.33634
472,4,15;96;107;109,Yes,1.33634
473,3,15;99;109,Yes,0.6561
474,4,15;99;100;109,Yes,1.3122
475,4,15;99;101;109,Yes,0.6561
476,4,15;99;102;109,Yes,0.833903
477,4,15;99;103;109,Yes,1.3122
478,4,15;99;108;109,Yes,0.833903
479,3,15;100;109,Yes,0.6561
480,4,15;100;101;109,Yes,0.6561
481,4,15;100;102;109,Yes,1.3122
482,4,15;100;103;109,Yes,0.833903
483,4,15;100;108;109,Yes,0.833903
484,3,15;101;109,Yes,0
485,4,15;101;102;109,Yes,0.6561
486,4,15;101;103;109,Yes,0.6561
487,4,15;101;108;109,Yes,0.6561
488,3,15;102;109,Yes,0.6561
489,4,15;102;103;109,Yes,1.3122
490,4,15;102;108;109,Yes,0.833903
491,3,15;103;109,Yes,0.6561
492,4,15;103;108;109,Yes,0.833903
493,3,15;108;109,Yes,0.6561
494,4,15;71;108;109,Yes,1.33634
495,2,16;109,Yes,0.6561
496,3,16;19;109,Yes,0.851683
497,4,16;19;22;109,Yes,0.886906
498,4,16;19;23;109,Yes,0.851683
499,4,16;19;34;109,Yes,0.886906
500,4,16;19;35;109,Yes,0.886906
501,4,16;19;43;109,Yes,0.886906
502,4,16;19;44;109,Yes,1.3652
503,4,16;19;47;109,Yes,0.886906
504,4,16;19;54;109,Yes,0.851683
505,4,16;19;59;109,Yes,0.886906
506,4,16;19;60;109,Yes,0.886906
507,4,16;19;64;109,Yes,0.886906
508,4,16;19;70;109,Yes,0.886906
509,4,16;19;75;109,Yes,0.886906
510,4,16;19;79;109,Yes,0.851683
511,4,16;19;81;109,Yes,0.886906
512,4,16;19;84;109,Yes,0.886906
513,4,16;19;85;109,Yes,0.886906
514,4,16;19;91;109,Yes,1.50778
515,4,16;19;92;109,Yes,0.886906
516,4,16;19;93;109,Yes,0.886906
517,4,16;19;95;109,Yes,0.886906
518,4,16;19;96;109,Yes,0.886906
519,4,16;19;99;109,Yes,0.886906
520,4,16;19;100;109,Yes,0.886906
521,4,16;19;101;109,Yes,0.851683
522,4,16;19;102;109,Yes,0.886906
523,4,16;19;103;109,Yes,0.886906
524,4,16;19;108;109,Yes,0.886906
525,3,16;22;109,Yes,0.833903
526,4,16;22;23;109,Yes,0.833903
527,4,16;22;34;109,Yes,0.882088
528,4,16;22;35;109,Yes,0.882088
529,4,16;22;43;109,Yes,0.882088
530,4,16;22;44;109,Yes,1.36038
531,4,16;22;47;109,Yes,0.882088
532,4,16;22;54;109,Yes,0.833903
533,4,16;22;59;109,Yes,0.882088
534,4,16;22;60;109,Yes,0.882088
535,4,16;22;64;109,Yes,0.882088
536,4,16;22;70;109,Yes,0.882088
537,4,16;22;75;109,Yes,0.882088
538,4,16;22;79;109,Yes,0.833903
539,4,16;22;81;109,Yes,0.882088
540,4,16;22;84;109,Yes,0.882088
541,4,16;22;85;109,Yes,0.882088
542,4,16;22;91;109,Yes,1.49
543,4,16;22;92;109,Yes,0.882088
544,4,16;22;93;109,Yes,0.882088
545,4,16;22;95;109,Yes,0.882088
546,4,16;22;96;109,Yes,0.882088
547,4,16;22;99;109,Yes,0.882088
548,4,16;22;100;109,Yes,0.882088
549,4,16;22;101;109,Yes,0.833903
550,4,16;22;102;109,Yes,0.882088
551,4,16;22;103;109,Yes,0.882088
552,4,16;22;108;109,Yes,0.882088
553,4,16;22;83;109,Yes,1.89421
554,3,16;23;109,Yes,0.6561
555,4,16;23;34;109,Yes,0.833903
556,4,16;23;35;109,Yes,0.833903
557,4,16;23;43;109,Yes,0.833903
558,4,16;23;44;109,Yes,1.3122
559,4,16;23;47;109,Yes,0.833903
560,4,16;23;54;109,Yes,0.6561
561,4,16;23;59;109,Yes,0.833903
562,4,16;23;60;109,Yes,0.833903
563,4,16;23;64;109,Yes,0.833903
564,4,16;23;70;109,Yes,0.833903
565,4,16;23;75;109,Yes,0.833903
566,4,16;23;79;109,Yes,0.6561
567,4,16;23;81;109,Yes,0.833903
568,4,16;23;84;109,Yes,0.833903
569,4,16;23;85;109,Yes,0.833903
570,4,16;23;91;109,Yes,1.3122
571,4,16;23;92;109,Yes,0.833903
572,4,16;23;93;109,Yes,0.833903
573,4,16;23;95;109,Yes,0.833903
574,4,16;23;96;109,Yes,0.833903
575,4,16;23;99;109,Yes,0.833903
576,4,16;23;100;109,Yes,0.833903
577,4,16;23;101;109,Yes,0.6561
578,4,16;23;102;109,Yes,0.833903
579,4,16;23;103;109,Yes,0.833903
580,4,16;23;108;109,Yes,0.833903
581,3,16;34;109,Yes,0.833903
582,4,16;34;35;109,Yes,0.882088
583,4,16;34;43;109,Yes,0.882088
584,4,16;34;44;109,Yes,1.36038
585,4,16;34;47;109,Yes,0.882088
586,4,16;34;54;109,Yes,0.833903
587,4,16;34;59;109,Yes,0.882088
588,4,16;34;60;109,Yes,0.882088
589,4,16;34;64;109,Yes,0.882088
590,4,16;34;70;109,Yes,0.882088
591,4,16;34;75;109,Yes,0.882088
592,4,16;34;79;109,Yes,0.833903
593,4,16;34;81;109,Yes,0.882088
594,4,16;34;84;109,Yes,0.882088
595,4,16;34;85;109,Yes,0.882088
596,4,16;34;91;109,Yes,1.49
597,4,16;34;92;109,Yes,0.882088
598,4,16;34;93;109,Yes,0.882088
599,4,16;34;95;109,Yes,0.882088
600,4,16;34;96;109,Yes,0.882088
601,4,16;34;99;109,Yes,0.882088
602,4,16;34;100;109,Yes,0.882088
603,4,16;34;101;109,Yes,0.833903
604,4,16;34;102;109,Yes,0.882088
605,4,16;34;103;109,Yes,0.882088
606,4,16;34;108;109,Yes,1.36038
607,3,16;35;109,Yes,0.833903
608,4,16;35;43;109,Yes,0.882088
609,4,16;35;44;109,Yes,1.36038
610,4,16;35;47;109,Yes,0.882088
611,4,16;35;54;109,Yes,0.833903
612,4,16;35;59;109,Yes,0.882088
613,4,16;35;60;109,Yes,0.882088
614,4,16;35;64;109,Yes,0.882088
615,4,16;35;70;109,Yes,0.882088
616,4,16;35;75;109,Yes,0.882088
617,4,16;35;79;109,Yes,0.833903
618,4,16;35;81;109,Yes,0.882088
619,4,16;35;84;109,Yes,0.882088
620,4,16;35;85;109,Yes,0.882088
621,4,16;35;91;109,Yes,1.49
622,4,16;35;92;109,Yes,0.882088
623,4,16;35;93;109,Yes,0.882088
624,4,16;35;95;109,Yes,0.882088
625,4,16;35;96;109,Yes,0.882088
626,4,16;35;99;109,Yes,0.882088
627,4,16;35;100;109,Yes,0.882088
628,4,16;35;101;109,Yes,0.833903
629,4,16;35;102;109,Yes,0.882088
630,4,16;35;103;109,Yes,0.882088
631,4,16;35;108;109,Yes,0.882088
632,3,16;43;109,Yes,0.833903
633,4,16;43;44;109,Yes,1.36038
634,4,16;43;47;109,Yes,0.882088
635,4,16;43;54;109,Yes,0.833903
636,4,16;43;59;109,Yes,0.882088
637,4,16;43;60;109,Yes,0.882088
638,4,16;43;64;109,Yes,0.882088
639,4,16;43;70;109,Yes,0.882088
640,4,16;43;75;109,Yes,0.882088
641,4,16;43;79;109,Yes,0.833903
642,4,16;43;81;109,Yes,0.882088
643,4,16;43;84;109,Yes,0.882088
644,4,16;43;85;109,Yes,0.882088
645,4,16;43;91;109,Yes,1.49
646,4,16;43;92;109,Yes,0.882088
647,4,16;43;93;109,Yes,0.882088
648,4,16;43;95;109,Yes,0.882088
649,4,16;43;96;109,Yes,0.882088
650,4,16;43;99;109,Yes,0.882088
651,4,16;43;100;109,Yes,0.882088
652,4,16;43;101;109,Yes,0.833903
653,4,16;43;102;109,Yes,0.882088
654,4,16;43;103;109,Yes,0.882088
655,4,16;43;108;109,Yes,0.882088
656,3,16;44;109,Yes,1.3122
657,4,16;44;47;109,Yes,1.49
658,4,16;44;54;109,Yes,1.3122
659,4,16;44;59;109,Yes,1.49
660,4,16;44;60;109,Yes,1.49
661,4,16;44;64;109,Yes,1.49
662,4,16;44;70;109,Yes,1.36038
663,4,16;44;75;109,Yes,1.36038
664,4,16;44;79;109,Yes,1.3122
665,4,16;44;81;109,Yes,1.49
666,4,16;44;84;109,Yes,1.49
667,4,16;44;85;109,Yes,1.49
668,4,16;44;91;109,Yes,1.97179
669,4,16;44;92;109,Yes,1.36038
