Exchange,Nodes,NodeIDs,HasNDD,AssignedValue
1433,4,22;34;75;109,Yes,0.882088
1434,4,22;34;79;109,Yes,0.833903
1435,4,22;34;81;109,Yes,0.882088
1436,4,22;34;84;109,Yes,0.882088
1437,4,22;34;85;109,Yes,0.882088
1438,4,22;34;91;109,Yes,1.49
1439,4,22;34;92;109,Yes,0.882088
1440,4,22;34;93;109,Yes,0.882088
1441,4,22;34;95;109,Yes,0.882088
1442,4,22;34;96;109,Yes,0.882088
1443,4,22;34;99;109,Yes,0.882088
1444,4,22;34;100;109,Yes,0.882088
1445,4,22;34;101;109,Yes,0.833903
1446,4,22;34;102;109,Yes,0.882088
1447,4,22;34;103;109,Yes,0.882088
1448,4,22;34;108;109,Yes,1.36038
1449,4,22;34;83;109,Yes,1.82796
1450,3,22;35;109,Yes,0.833903
1451,4,22;35;43;109,Yes,0.882088
1452,4,22;35;44;109,Yes,0.882088
1453,4,22;35;47;109,Yes,0.882088
1454,4,22;35;54;109,Yes,0.833903
1455,4,22;35;59;109,Yes,0.882088
1456,4,22;35;60;109,Yes,0.882088
1457,4,22;35;64;109,Yes,0.882088
1458,4,22;35;70;109,Yes,0.882088
1459,4,22;35;75;109,Yes,0.882088
1460,4,22;35;79;109,Yes,0.833903
1461,4,22;35;81;109,Yes,0.882088
1462,4,22;35;84;109,Yes,0.882088
1463,4,22;35;85;109,Yes,0.882088
1464,4,22;35;91;109,Yes,1.49
1465,4,22;35;92;109,Yes,0.882088
1466,4,22;35;93;109,Yes,0.882088
1467,4,22;35;95;109,Yes,0.882088
1468,4,22;35;96;109,Yes,0.882088
1469,4,22;35;99;109,Yes,0.882088
1470,4,22;35;100;109,Yes,0.882088
1471,4,22;35;101;109,Yes,0.833903
1472,4,22;35;102;109,Yes,0.882088
1473,4,22;35;103;109,Yes,0.882088
1474,4,22;35;108;109,Yes,0.882088
1475,4,22;35;83;109,Yes,1.89421
1476,3,22;43;109,Yes,0.833903
1477,4,22;43;44;109,Yes,0.882088
1478,4,22;43;47;109,Yes,0.882088
1479,4,22;43;54;109,Yes,0.833903
1480,4,22;43;59;109,Yes,0.882088
1481,4,22;43;60;109,Yes,0.882088
1482,4,22;43;64;109,Yes,0.882088
1483,4,22;43;70;109,Yes,0.882088
1484,4,22;43;75;109,Yes,0.882088
1485,4,22;43;79;109,Yes,0.833903
1486,4,22;43;81;109,Yes,0.882088
1487,4,22;43;84;109,Yes,0.882088
1488,4,22;43;85;109,Yes,0.882088
1489,4,22;43;91;109,Yes,1.49
1490,4,22;43;92;109,Yes,0.882088
1491,4,22;43;93;109,Yes,0.882088
1492,4,22;43;95;109,Yes,0.882088
1493,4,22;43;96;109,Yes,0.882088
1494,4,22;43;99;109,Yes,0.882088
1495,4,22;43;100;109,Yes,0.882088
1496,4,22;43;101;109,Yes,0.833903
1497,4,22;43;102;109,Yes,0.882088
1498,4,22;43;103;109,Yes,0.882088
1499,4,22;43;108;109,Yes,0.882088
1500,4,22;43;83;109,Yes,1.82796
1501,3,22;44;109,Yes,0.833903
1502,4,22;44;47;109,Yes,1.36038
1503,4,22;44;54;109,Yes,0.833903
1504,4,22;44;59;109,Yes,1.36038
1505,4,22;44;60;109,Yes,1.36038
1506,4,22;44;64;109,Yes,1.36038
1507,4,22;44;70;109,Yes,0.882088
1508,4,22;44;75;109,Yes,0.882088
1509,4,22;44;79;109,Yes,0.833903
1510,4,22;44;81;109,Yes,1.36038
1511,4,22;44;84;109,Yes,1.36038
1512,4,22;44;85;109,Yes,1.36038
1513,4,22;44;91;109,Yes,1.87355
1514,4,22;44;92;109,Yes,0.882088
1515,4,22;44;93;109,Yes,1.36038
1516,4,22;44;95;109,Yes,1.36038
1517,4,22;44;96;109,Yes,1.36038
1518,4,22;44;99;109,Yes,1.36038
1519,4,22;44;100;109,Yes,1.36038
1520,4,22;44;101;109,Yes,0.833903
1521,4,22;44;102;109,Yes,1.36038
1522,4,22;44;103;109,Yes,1.36038
1523,4,22;44;108;109,Yes,0.882088
1524,4,21;22;44;109,Yes,0.833903
1525,4,22;44;67;109,Yes,1.36003
1526,4,22;44;83;109,Yes,1.99593
1527,4,22;44;86;109,Yes,1.3122
1528,4,22;44;97;109,Yes,1.66088
1529,4,22;44;105;109,Yes,1.3122
1530,3,22;47;109,Yes,0.833903
1531,4,22;47;54;109,Yes,0.833903
1532,4,22;47;59;109,Yes,0.882088
1533,4,22;47;60;109,Yes,0.882088
1534,4,22;47;64;109,Yes,0.882088
1535,4,22;47;70;109,Yes,0.882088
1536,4,22;47;75;109,Yes,0.882088
1537,4,22;47;79;109,Yes,0.833903
1538,4,22;47;81;109,Yes,0.882088
1539,4,22;47;84;109,Yes,0.882088
1540,4,22;47;85;109,Yes,0.882088
1541,4,22;47;91;109,Yes,1.49
1542,4,22;47;92;109,Yes,0.882088
1543,4,22;47;93;109,Yes,0.882088
1544,4,22;47;95;109,Yes,0.882088
1545,4,22;47;96;109,Yes,0.882088
1546,4,22;47;99;109,Yes,0.882088
1547,4,22;47;100;109,Yes,0.882088
1548,4,22;47;101;109,Yes,0.833903
1549,4,22;47;102;109,Yes,0.882088
1550,4,22;47;103;109,Yes,0.882088
1551,4,22;47;108;109,Yes,1.36038
1552,4,22;47;71;109,Yes,1.3122
1553,4,22;47;83;109,Yes,2.12849
1554,3,22;54;109,Yes,0.6561
1555,4,22;54;59;109,Yes,0.833903
1556,4,22;54;60;109,Yes,0.833903
1557,4,22;54;64;109,Yes,0.833903
1558,4,22;54;70;109,Yes,0.833903
1559,4,22;54;75;109,Yes,0.833903
1560,4,22;54;79;109,Yes,0.6561
1561,4,22;54;81;109,Yes,0.833903
1562,4,22;54;84;109,Yes,0.833903
1563,4,22;54;85;109,Yes,0.833903
1564,4,22;54;91;109,Yes,1.3122
1565,4,22;54;92;109,Yes,0.833903
1566,4,22;54;93;109,Yes,0.833903
1567,4,22;54;95;109,Yes,0.833903
1568,4,22;54;96;109,Yes,0.833903
1569,4,22;54;99;109,Yes,0.833903
1570,4,22;54;100;109,Yes,0.833903
1571,4,22;54;101;109,Yes,0.6561
1572,4,22;54;102;109,Yes,0.833903
1573,4,22;54;103;109,Yes,0.833903
1574,4,22;54;108;109,Yes,0.833903
1575,4,22;54;83;109,Yes,1.33634
1576,3,22;59;109,Yes,0.833903
1577,4,22;59;60;109,Yes,0.882088
1578,4,22;59;64;109,Yes,0.882088
1579,4,22;59;70;109,Yes,0.882088
1580,4,22;59;75;109,Yes,0.882088
1581,4,22;59;79;109,Yes,0.833903
1582,4,22;59;81;109,Yes,0.882088
1583,4,22;59;84;109,Yes,0.882088
1584,4,22;59;85;109,Yes,0.882088
1585,4,22;59;91;109,Yes,1.49
1586,4,22;59;92;109,Yes,0.882088
1587,4,22;59;93;109,Yes,0.882088
1588,4,22;59;95;109,Yes,0.882088
1589,4,22;59;96;109,Yes,0.882088
1590,4,22;59;99;109,Yes,0.882088
1591,4,22;59;100;109,Yes,0.882088
1592,4,22;59;101;109,Yes,0.833903
1593,4,22;59;102;109,Yes,0.882088
1594,4,22;59;103;109,Yes,0.882088
1595,4,22;59;108;109,Yes,0.882088
1596,4,22;59;83;109,Yes,1.82796
1597,3,22;60;109,Yes,0.833903
1598,4,22;60;64;109,Yes,0.882088
1599,4,22;60;70;109,Yes,0.882088
1600,4,22;60;75;109,Yes,0.882088
1601,4,22;60;79;109,Yes,0.833903
1602,4,22;60;81;109,Yes,0.882088
1603,4,22;60;84;109,Yes,0.882088
1604,4,22;60;85;109,Yes,0.882088
1605,4,22;60;91;109,Yes,1.49
1606,4,22;60;92;109,Yes,0.882088
1607,4,22;60;93;109,Yes,0.882088
1608,4,22;60;95;109,Yes,0.882088
1609,4,22;60;96;109,Yes,0.882088
1610,4,22;60;99;109,Yes,0.882088
1611,4,22;60;100;109,Yes,0.882088
1612,4,22;60;101;109,Yes,0.833903
1613,4,22;60;102;109,Yes,0.882088
1614,4,22;60;103;109,Yes,0.882088
1615,4,22;60;108;109,Yes,1.36038
1616,4,22;60;83;109,Yes,1.89421
1617,3,22;64;109,Yes,0.833903
1618,4,22;64;70;109,Yes,0.882088
1619,4,22;64;75;109,Yes,0.882088
1620,4,22;64;79;109,Yes,0.833903
1621,4,22;64;81;109,Yes,0.882088
1622,4,22;64;84;109,Yes,0.882088
1623,4,22;64;85;109,Yes,0.882088
1624,4,22;64;91;109,Yes,1.49
1625,4,22;64;92;109,Yes,0.882088
1626,4,22;64;93;109,Yes,0.882088
1627,4,22;64;95;109,Yes,0.882088
1628,4,22;64;96;109,Yes,0.882088
1629,4,22;64;99;109,Yes,0.882088
1630,4,22;64;100;109,Yes,0.882088
1631,4,22;64;101;109,Yes,0.833903
1632,4,22;64;102;109,Yes,0.882088
1633,4,22;64;103;109,Yes,0.882088
1634,4,22;64;108;109,Yes,1.36038
1635,4,22;64;83;109,Yes,1.89421
1636,3,22;70;109,Yes,0.833903
1637,4,22;70;75;109,Yes,0.882088
1638,4,22;70;79;109,Yes,0.833903
1639,4,22;70;81;109,Yes,0.882088
1640,4,22;70;84;109,Yes,0.882088
1641,4,22;70;85;109,Yes,0.882088
1642,4,22;70;91;109,Yes,1.36038
1643,4,22;70;92;109,Yes,0.882088
1644,4,22;70;93;109,Yes,0.882088
1645,4,22;70;95;109,Yes,0.882088
1646,4,22;70;96;109,Yes,0.882088
1647,4,22;70;99;109,Yes,0.882088
1648,4,22;70;100;109,Yes,0.882088
1649,4,22;70;101;109,Yes,0.833903
1650,4,22;70;102;109,Yes,0.882088
1651,4,22;70;103;109,Yes,0.882088
1652,4,22;70;108;109,Yes,0.882088
1653,4,22;70;83;109,Yes,1.89421
1654,3,22;75;109,Yes,0.833903
1655,4,22;75;79;109,Yes,0.833903
1656,4,22;75;81;109,Yes,0.882088
1657,4,22;75;84;109,Yes,0.882088
1658,4,22;75;85;109,Yes,0.882088
1659,4,22;75;91;109,Yes,1.49
1660,4,22;75;92;109,Yes,0.882088
1661,4,22;75;93;109,Yes,0.882088
1662,4,22;75;95;109,Yes,0.882088
1663,4,22;75;96;109,Yes,0.882088
1664,4,22;75;99;109,Yes,0.882088
1665,4,22;75;100;109,Yes,0.882088
1666,4,22;75;101;109,Yes,0.833903
1667,4,22;75;102;109,Yes,0.882088
1668,4,22;75;103;109,Yes,0.882088
1669,4,22;75;108;109,Yes,0.882088
1670,4,22;75;83;109,Yes,1.89421
1671,3,22;79;109,Yes,0.6561
1672,4,22;79;81;109,Yes,0.833903
1673,4,22;79;84;109,Yes,0.833903
1674,4,22;79;85;109,Yes,0.833903
1675,4,22;79;91;109,Yes,1.3122
1676,4,22;79;92;109,Yes,0.833903
1677,4,22;79;93;109,Yes,0.833903
1678,4,22;79;95;109,Yes,0.833903
1679,4,22;79;96;109,Yes,0.833903
1680,4,22;79;99;109,Yes,0.833903
1681,4,22;79;100;109,Yes,0.833903
1682,4,22;79;101;109,Yes,0.6561
1683,4,22;79;102;109,Yes,0.833903
1684,4,22;79;103;109,Yes,0.833903
1685,4,22;79;108;109,Yes,0.833903
1686,4,22;79;83;109,Yes,1.33634
1687,3,22;81;109,Yes,0.833903
1688,4,22;81;84;109,Yes,0.882088
1689,4,22;81;85;109,Yes,0.882088
1690,4,22;81;91;109,Yes,1.49
1691,4,22;81;92;109,Yes,0.882088
1692,4,22;81;93;109,Yes,0.882088
1693,4,22;81;95;109,Yes,0.882088
1694,4,22;81;96;109,Yes,0.882088
1695,4,22;81;99;109,Yes,0.882088
1696,4,22;81;100;109,Yes,0.882088
1697,4,22;81;101;109,Yes,0.833903
1698,4,22;81;102;109,Yes,0.882088
1699,4,22;81;103;109,Yes,0.882088
1700,4,22;81;108;109,Yes,1.36038
1701,4,22;71;81;109,Yes,1.3122
1702,4,22;81;83;109,Yes,1.89421
1703,3,22;84;109,Yes,0.833903
1704,4,22;84;85;109,Yes,0.882088
1705,4,22;84;91;109,Yes,1.49
1706,4,22;84;92;109,Yes,0.882088
1707,4,22;84;93;109,Yes,0.882088
1708,4,22;84;95;109,Yes,0.882088
1709,4,22;84;96;109,Yes,0.882088
1710,4,22;84;99;109,Yes,0.882088
1711,4,22;84;100;109,Yes,0.882088
1712,4,22;84;101;109,Yes,0.833903
1713,4,22;84;102;109,Yes,0.882088
1714,4,22;84;103;109,Yes,1.36038
1715,4,22;84;108;109,Yes,0.882088
1716,4,22;83;84;109,Yes,1.89421
1717,3,22;85;109,Yes,0.833903
1718,4,22;85;91;109,Yes,1.49
1719,4,22;85;92;109,Yes,0.882088
1720,4,22;85;93;109,Yes,0.882088
1721,4,22;85;95;109,Yes,0.882088
1722,4,22;85;96;109,Yes,0.882088
1723,4,22;85;99;109,Yes,0.882088
1724,4,22;85;100;109,Yes,0.882088
1725,4,22;85;101;109,Yes,0.833903
1726,4,22;85;102;109,Yes,0.882088
1727,4,22;85;103;109,Yes,0.882088
1728,4,22;85;108;109,Yes,1.36038
1729,4,22;83;85;109,Yes,1.89421
1730,3,22;91;109,Yes,1.3122
1731,4,22;91;92;109,Yes,1.36038
1732,4,22;91;93;109,Yes,1.49
1733,4,22;91;95;109,Yes,1.49
1734,4,22;91;96;109,Yes,1.49
1735,4,22;91;99;109,Yes,1.49
1736,4,22;91;100;109,Yes,1.49
1737,4,22;91;101;109,Yes,1.3122
1738,4,22;91;102;109,Yes,1.49
1739,4,22;91;103;109,Yes,1.49
1740,4,22;91;108;109,Yes,1.36038
1741,4,21;22;91;109,Yes,1.3122
1742,4,22;53;91;109,Yes,2.11941
1743,4,22;61;91;109,Yes,1.44182
1744,4,22;67;91;109,Yes,1.45478
1745,4,22;77;91;109,Yes,1.44182
1746,4,22;83;91;109,Yes,2.1259
1747,4,22;86;91;109,Yes,1.44182
1748,4,22;87;91;109,Yes,1.44182
1749,4,22;91;105;109,Yes,1.95758
1750,4,22;91;106;109,Yes,1.44182
1751,4,22;91;107;109,Yes,2.02383
1752,3,22;92;109,Yes,0.833903
1753,4,22;92;93;109,Yes,0.882088
1754,4,22;92;95;109,Yes,0.882088
1755,4,22;92;96;109,Yes,0.882088
1756,4,22;92;99;109,Yes,0.882088
1757,4,22;92;100;109,Yes,0.882088
1758,4,22;92;101;109,Yes,0.833903
1759,4,22;92;102;109,Yes,0.882088
1760,4,22;92;103;109,Yes,0.882088
1761,4,22;92;108;109,Yes,0.882088
1762,4,22;83;92;109,Yes,1.89421
1763,3,22;93;109,Yes,0.833903
1764,4,22;93;95;109,Yes,0.882088
1765,4,22;93;96;109,Yes,0.882088
1766,4,22;93;99;109,Yes,0.882088
1767,4,22;93;100;109,Yes,0.882088
1768,4,22;93;101;109,Yes,0.833903
1769,4,22;93;102;109,Yes,0.882088
1770,4,22;93;103;109,Yes,0.882088
1771,4,22;93;108;109,Yes,1.36038
1772,4,22;71;93;109,Yes,1.3122
1773,4,22;83;93;109,Yes,1.89421
1774,3,22;95;109,Yes,0.833903
1775,4,22;95;96;109,Yes,0.882088
1776,4,22;95;99;109,Yes,0.882088
1777,4,22;95;100;109,Yes,0.882088
1778,4,22;95;101;109,Yes,0.833903
1779,4,22;95;102;109,Yes,0.882088
1780,4,22;95;103;109,Yes,0.882088
1781,4,22;95;108;109,Yes,1.36038
1782,4,22;83;95;109,Yes,1.99593
1783,3,22;96;109,Yes,0.833903
1784,4,22;96;99;109,Yes,0.882088
1785,4,22;96;100;109,Yes,0.882088
1786,4,22;96;101;109,Yes,0.833903
1787,4,22;96;102;109,Yes,0.882088
1788,4,22;96;103;109,Yes,0.882088
1789,4,22;96;108;109,Yes,1.36038
1790,4,22;31;96;109,Yes,1.36003
1791,4,22;71;96;109,Yes,1.3122
1792,4,22;83;96;109,Yes,2.12849
1793,4,22;96;107;109,Yes,1.89421
1794,3,22;99;109,Yes,0.833903
1795,4,22;99;100;109,Yes,1.36038
1796,4,22;99;101;109,Yes,0.833903
1797,4,22;99;102;109,Yes,0.882088
1798,4,22;99;103;109,Yes,1.36038
1799,4,22;99;108;109,Yes,0.882088
1800,4,22;83;99;109,Yes,1.82796
1801,3,22;100;109,Yes,0.833903
1802,4,22;100;101;109,Yes,0.833903
1803,4,22;100;102;109,Yes,1.36038
1804,4,22;100;103;109,Yes,0.882088
1805,4,22;100;108;109,Yes,0.882088
1806,4,22;83;100;109,Yes,1.89421
1807,3,22;101;109,Yes,0.6561
1808,4,22;101;102;109,Yes,0.833903
1809,4,22;101;103;109,Yes,0.833903
1810,4,22;101;108;109,Yes,0.833903
1811,4,22;83;101;109,Yes,1.33634
1812,3,22;102;109,Yes,0.833903
1813,4,22;102;103;109,Yes,1.36038
1814,4,22;102;108;109,Yes,0.882088
1815,4,22;83;102;109,Yes,1.89421
1816,3,22;103;109,Yes,0.833903
1817,4,22;103;108;109,Yes,0.882088
1818,4,22;83;103;109,Yes,1.89421
1819,3,22;108;109,Yes,0.833903
1820,4,22;71;108;109,Yes,1.82796
1821,4,22;83;108;109,Yes,1.89421
1822,3,22;83;109,Yes,1.33634
1823,4,22;30;83;109,Yes,1.68502
1824,4,22;77;83;109,Yes,1.68502
1825,4,22;83;88;109,Yes,2.06287
1826,4,22;83;98;109,Yes,1.68502
1827,2,23;109,Yes,0
1828,3,23;34;109,Yes,0.6561
1829,4,23;34;35;109,Yes,0.833903
1830,4,23;34;43;109,Yes,0.833903
1831,4,23;34;44;109,Yes,0.833903
1832,4,23;34;47;109,Yes,0.833903
1833,4,23;34;54;109,Yes,0.6561
1834,4,23;34;59;109,Yes,0.833903
1835,4,23;34;60;109,Yes,0.833903
1836,4,23;34;64;109,Yes,0.833903
1837,4,23;34;70;109,Yes,0.833903
1838,4,23;34;75;109,Yes,0.833903
1839,4,23;34;79;109,Yes,0.6561
1840,4,23;34;81;109,Yes,0.833903
1841,4,23;34;84;109,Yes,0.833903
1842,4,23;34;85;109,Yes,0.833903
1843,4,23;34;91;109,Yes,1.3122
1844,4,23;34;92;109,Yes,0.833903
1845,4,23;34;93;109,Yes,0.833903
1846,4,23;34;95;109,Yes,0.833903
1847,4,23;34;96;109,Yes,0.833903
1848,4,23;34;99;109,Yes,0.833903
1849,4,23;34;100;109,Yes,0.833903
1850,4,23;34;101;109,Yes,0.6561
1851,4,23;34;102;109,Yes,0.833903
1852,4,23;34;103;109,Yes,0.833903
1853,4,23;34;108;109,Yes,1.3122
1854,3,23;35;109,Yes,0.6561
1855,4,23;35;43;109,Yes,0.833903
1856,4,23;35;44;109,Yes,0.833903
1857,4,23;35;47;109,Yes,0.833903
1858,4,23;35;54;109,Yes,0.6561
1859,4,23;35;59;109,Yes,0.833903
1860,4,23;35;60;109,Yes,0.833903
1861,4,23;35;64;109,Yes,0.833903
1862,4,23;35;70;109,Yes,0.833903
1863,4,23;35;75;109,Yes,0.833903
1864,4,23;35;79;109,Yes,0.6561
1865,4,23;35;81;109,Yes,0.833903
1866,4,23;35;84;109,Yes,0.833903
1867,4,23;35;85;109,Yes,0.833903
1868,4,23;35;91;109,Yes,1.3122
1869,4,23;35;92;109,Yes,0.833903
1870,4,23;35;93;109,Yes,0.833903
1871,4,23;35;95;109,Yes,0.833903
1872,4,23;35;96;109,Yes,0.833903
1873,4,23;35;99;109,Yes,0.833903
1874,4,23;35;100;109,Yes,0.833903
1875,4,23;35;101;109,Yes,0.6561
1876,4,23;35;102;109,Yes,0.833903
1877,4,23;35;103;109,Yes,0.833903
1878,4,23;35;108;109,Yes,0.833903
1879,3,23;43;109,Yes,0.6561
1880,4,23;43;44;109,Yes,0.833903
1881,4,23;43;47;109,Yes,0.833903
1882,4,23;43;54;109,Yes,0.6561
1883,4,23;43;59;109,Yes,0.833903
1884,4,23;43;60;109,Yes,0.833903
1885,4,23;43;64;109,Yes,0.833903
1886,4,23;43;70;109,Yes,0.833903
1887,4,23;43;75;109,Yes,0.833903
1888,4,23;43;79;109,Yes,0.6561
1889,4,23;43;81;109,Yes,0.833903
1890,4,23;43;84;109,Yes,0.833903
1891,4,23;43;85;109,Yes,0.833903
1892,4,23;43;91;109,Yes,1.3122
1893,4,23;43;92;109,Yes,0.833903
1894,4,23;43;93;109,Yes,0.833903
1895,4,23;43;95;109,Yes,0.833903
1896,4,23;43;96;109,Yes,0.833903
1897,4,23;43;99;109,Yes,0.833903
1898,4,23;43;100;109,Yes,0.833903
1899,4,23;43;101;109,Yes,0.6561
1900,4,23;43;102;109,Yes,0.833903
1901,4,23;43;103;109,Yes,0.833903
1902,4,23;43;108;109,Yes,0.833903
1903,3,23;44;109,Yes,0.6561
1904,4,23;44;47;109,Yes,1.3122
1905,4,23;44;54;109,Yes,0.6561
1906,4,23;44;59;109,Yes,1.3122
1907,4,23;44;60;109,Yes,1.3122
1908,4,23;44;64;109,Yes,1.3122
1909,4,23;44;70;109,Yes,0.833903
1910,4,23;44;75;109,Yes,0.833903
1911,4,23;44;79;109,Yes,0.6561
1912,4,23;44;81;109,Yes,1.3122
1913,4,23;44;84;109,Yes,1.3122
1914,4,23;44;85;109,Yes,1.3122
1915,4,23;44;91;109,Yes,1.3122
1916,4,23;44;92;109,Yes,0.833903
1917,4,23;44;93;109,Yes,1.3122
1918,4,23;44;95;109,Yes,1.3122
1919,4,23;44;96;109,Yes,1.3122
1920,4,23;44;99;109,Yes,1.3122
1921,4,23;44;100;109,Yes,1.3122
1922,4,23;44;101;109,Yes,0.6561
1923,4,23;44;102;109,Yes,1.3122
1924,4,23;44;103;109,Yes,1.3122
1925,4,23;44;108;109,Yes,0.833903
1926,4,21;23;44;109,Yes,0.6561
1927,4,23;44;67;109,Yes,1.18223
1928,4,23;44;83;109,Yes,1.1344
1929,4,23;44;86;109,Yes,1.1344
1930,4,23;44;97;109,Yes,1.1344
1931,4,23;44;105;109,Yes,1.1344
1932,3,23;47;109,Yes,0.6561
1933,4,23;47;54;109,Yes,0.6561
1934,4,23;47;59;109,Yes,0.833903
1935,4,23;47;60;109,Yes,0.833903
1936,4,23;47;64;109,Yes,0.833903
1937,4,23;47;70;109,Yes,0.833903
1938,4,23;47;75;109,Yes,0.833903
1939,4,23;47;79;109,Yes,0.6561
1940,4,23;47;81;109,Yes,0.833903
1941,4,23;47;84;109,Yes,0.833903
1942,4,23;47;85;109,Yes,0.833903
1943,4,23;47;91;109,Yes,1.3122
1944,4,23;47;92;109,Yes,0.833903
1945,4,23;47;93;109,Yes,0.833903
1946,4,23;47;95;109,Yes,0.833903
1947,4,23;47;96;109,Yes,0.833903
1948,4,23;47;99;109,Yes,0.833903
1949,4,23;47;100;109,Yes,0.833903
1950,4,23;47;101;109,Yes,0.6561
1951,4,23;47;102;109,Yes,0.833903
1952,4,23;47;103;109,Yes,0.833903
1953,4,23;47;108;109,Yes,1.3122
1954,4,23;47;71;109,Yes,1.1344
1955,4,23;47;83;109,Yes,1.33634
1956,3,23;54;109,Yes,0
1957,4,23;54;59;109,Yes,0.6561
1958,4,23;54;60;109,Yes,0.6561
1959,4,23;54;64;109,Yes,0.6561
1960,4,23;54;70;109,Yes,0.6561
1961,4,23;54;75;109,Yes,0.6561
1962,4,23;54;79;109,Yes,0
1963,4,23;54;81;109,Yes,0.6561
1964,4,23;54;84;109,Yes,0.6561
1965,4,23;54;85;109,Yes,0.6561
1966,4,23;54;91;109,Yes,0.6561
1967,4,23;54;92;109,Yes,0.6561
1968,4,23;54;93;109,Yes,0.6561
1969,4,23;54;95;109,Yes,0.6561
1970,4,23;54;96;109,Yes,0.6561
1971,4,23;54;99;109,Yes,0.6561
1972,4,23;54;100;109,Yes,0.6561
1973,4,23;54;101;109,Yes,0
1974,4,23;54;102;109,Yes,0.6561
1975,4,23;54;103;109,Yes,0.6561
1976,4,23;54;108;109,Yes,0.6561
1977,3,23;59;109,Yes,0.6561
1978,4,23;59;60;109,Yes,0.833903
1979,4,23;59;64;109,Yes,0.833903
1980,4,23;59;70;109,Yes,0.833903
1981,4,23;59;75;109,Yes,0.833903
1982,4,23;59;79;109,Yes,0.6561
1983,4,23;59;81;109,Yes,0.833903
1984,4,23;59;84;109,Yes,0.833903
1985,4,23;59;85;109,Yes,0.833903
1986,4,23;59;91;109,Yes,1.3122
1987,4,23;59;92;109,Yes,0.833903
1988,4,23;59;93;109,Yes,0.833903
1989,4,23;59;95;109,Yes,0.833903
1990,4,23;59;96;109,Yes,0.833903
1991,4,23;59;99;109,Yes,0.833903
1992,4,23;59;100;109,Yes,0.833903
1993,4,23;59;101;109,Yes,0.6561
1994,4,23;59;102;109,Yes,0.833903
1995,4,23;59;103;109,Yes,0.833903
1996,4,23;59;108;109,Yes,0.833903
1997,3,23;60;109,Yes,0.6561
1998,4,23;60;64;109,Yes,0.833903
1999,4,23;60;70;109,Yes,0.833903
2000,4,23;60;75;109,Yes,0.833903
2001,4,23;60;79;109,Yes,0.6561
2002,4,23;60;81;109,Yes,0.833903
2003,4,23;60;84;109,Yes,0.833903
2004,4,23;60;85;109,Yes,0.833903
2005,4,23;60;91;109,Yes,1.3122
2006,4,23;60;92;109,Yes,0.833903
2007,4,23;60;93;109,Yes,0.833903
2008,4,23;60;95;109,Yes,0.833903
2009,4,23;60;96;109,Yes,0.833903
2010,4,23;60;99;109,Yes,0.833903
2011,4,23;60;100;109,Yes,0.833903
2012,4,23;60;101;109,Yes,0.6561
2013,4,23;60;102;109,Yes,0.833903
2014,4,23;60;103;109,Yes,0.833903
2015,4,23;60;108;109,Yes,1.3122
2016,3,23;64;109,Yes,0.6561
2017,4,23;64;70;109,Yes,0.833903
2018,4,23;64;75;109,Yes,0.833903
2019,4,23;64;79;109,Yes,0.6561
2020,4,23;64;81;109,Yes,0.833903
2021,4,23;64;84;109,Yes,0.833903
2022,4,23;64;85;109,Yes,0.833903
2023,4,23;64;91;109,Yes,1.3122
2024,4,23;64;92;109,Yes,0.833903
2025,4,23;64;93;109,Yes,0.833903
2026,4,23;64;95;109,Yes,0.833903
2027,4,23;64;96;109,Yes,0.833903
2028,4,23;64;99;109,Yes,0.833903
2029,4,23;64;100;109,Yes,0.833903
2030,4,23;64;101;109,Yes,0.6561
2031,4,23;64;102;109,Yes,0.833903
2032,4,23;64;103;109,Yes,0.833903
2033,4,23;64;108;109,Yes,1.3122
2034,3,23;70;109,Yes,0.6561
2035,4,23;70;75;109,Yes,0.833903
2036,4,23;70;79;109,Yes,0.6561
2037,4,23;70;81;109,Yes,0.833903
2038,4,23;70;84;109,Yes,0.833903
2039,4,23;70;85;109,Yes,0.833903
2040,4,23;70;91;109,Yes,0.833903
2041,4,23;70;92;109,Yes,0.833903
2042,4,23;70;93;109,Yes,0.833903
2043,4,23;70;95;109,Yes,0.833903
2044,4,23;70;96;109,Yes,0.833903
2045,4,23;70;99;109,Yes,0.833903
2046,4,23;70;100;109,Yes,0.833903
2047,4,23;70;101;109,Yes,0.6561
2048,4,23;70;102;109,Yes,0.833903
2049,4,23;70;103;109,Yes,0.833903
2050,4,23;70;108;109,Yes,0.833903
2051,3,23;75;109,Yes,0.6561
2052,4,23;75;79;109,Yes,0.6561
2053,4,23;75;81;109,Yes,0.833903
2054,4,23;75;84;109,Yes,0.833903
2055,4,23;75;85;109,Yes,0.833903
2056,4,23;75;91;109,Yes,1.3122
2057,4,23;75;92;109,Yes,0.833903
2058,4,23;75;93;109,Yes,0.833903
2059,4,23;75;95;109,Yes,0.833903
2060,4,23;75;96;109,Yes,0.833903
2061,4,23;75;99;109,Yes,0.833903
2062,4,23;75;100;109,Yes,0.833903
2063,4,23;75;101;109,Yes,0.6561
2064,4,23;75;102;109,Yes,0.833903
2065,4,23;75;103;109,Yes,0.833903
2066,4,23;75;108;109,Yes,0.833903
2067,3,23;79;109,Yes,0
2068,4,23;79;81;109,Yes,0.6561
2069,4,23;79;84;109,Yes,0.6561
2070,4,23;79;85;109,Yes,0.6561
2071,4,23;79;91;109,Yes,0.6561
2072,4,23;79;92;109,Yes,0.6561
