Exchange,Nodes,NodeIDs,HasNDD,AssignedValue
12766,5,19;47;75;101;109,Yes,0.886906
12767,5,19;47;75;102;109,Yes,0.896452
12768,5,19;47;75;103;109,Yes,0.896452
12769,5,19;47;75;108;109,Yes,1.37475
12770,5,19;47;71;75;109,Yes,1.3652
12771,5,19;47;75;83;109,Yes,2.01559
12772,4,19;47;79;109,Yes,0.851683
12773,5,19;47;79;81;109,Yes,0.886906
12774,5,19;47;79;84;109,Yes,0.886906
12775,5,19;47;79;85;109,Yes,0.886906
12776,5,19;47;79;91;109,Yes,1.50778
12777,5,19;47;79;92;109,Yes,0.886906
12778,5,19;47;79;93;109,Yes,0.886906
12779,5,19;47;79;95;109,Yes,0.886906
12780,5,19;47;79;96;109,Yes,0.886906
12781,5,19;47;79;99;109,Yes,0.886906
12782,5,19;47;79;100;109,Yes,0.886906
12783,5,19;47;79;101;109,Yes,0.851683
12784,5,19;47;79;102;109,Yes,0.886906
12785,5,19;47;79;103;109,Yes,0.886906
12786,5,19;47;79;108;109,Yes,1.3652
12787,5,19;47;71;79;109,Yes,1.32998
12788,5,19;47;79;83;109,Yes,1.87712
12789,4,19;47;81;109,Yes,0.886906
12790,5,19;47;81;84;109,Yes,0.896452
12791,5,19;47;81;85;109,Yes,0.896452
12792,5,19;47;81;91;109,Yes,1.54301
12793,5,19;47;81;92;109,Yes,0.896452
12794,5,19;47;81;93;109,Yes,0.896452
12795,5,19;47;81;95;109,Yes,0.896452
12796,5,19;47;81;96;109,Yes,0.896452
12797,5,19;47;81;99;109,Yes,0.896452
12798,5,19;47;81;100;109,Yes,0.896452
12799,5,19;47;81;101;109,Yes,0.886906
12800,5,19;47;81;102;109,Yes,0.896452
12801,5,19;47;81;103;109,Yes,0.896452
12802,5,19;47;81;108;109,Yes,1.53923
12803,5,19;47;71;81;109,Yes,1.52969
12804,5,19;47;81;83;109,Yes,2.01559
12805,4,19;47;84;109,Yes,0.886906
12806,5,19;47;84;85;109,Yes,0.896452
12807,5,19;47;84;91;109,Yes,1.54301
12808,5,19;47;84;92;109,Yes,0.896452
12809,5,19;47;84;93;109,Yes,0.896452
12810,5,19;47;84;95;109,Yes,0.896452
12811,5,19;47;84;96;109,Yes,0.896452
12812,5,19;47;84;99;109,Yes,0.896452
12813,5,19;47;84;100;109,Yes,0.896452
12814,5,19;47;84;101;109,Yes,0.886906
12815,5,19;47;84;102;109,Yes,0.896452
12816,5,19;47;84;103;109,Yes,1.37475
12817,5,19;47;84;108;109,Yes,1.37475
12818,5,19;47;71;84;109,Yes,1.3652
12819,5,19;47;83;84;109,Yes,2.01559
12820,4,19;47;85;109,Yes,0.886906
12821,5,19;47;85;91;109,Yes,1.54301
12822,5,19;47;85;92;109,Yes,0.896452
12823,5,19;47;85;93;109,Yes,0.896452
12824,5,19;47;85;95;109,Yes,0.896452
12825,5,19;47;85;96;109,Yes,0.896452
12826,5,19;47;85;99;109,Yes,0.896452
12827,5,19;47;85;100;109,Yes,0.896452
12828,5,19;47;85;101;109,Yes,0.886906
12829,5,19;47;85;102;109,Yes,0.896452
12830,5,19;47;85;103;109,Yes,0.896452
12831,5,19;47;85;108;109,Yes,1.53923
12832,5,19;47;71;85;109,Yes,1.3652
12833,5,19;47;83;85;109,Yes,2.01559
12834,4,19;47;91;109,Yes,1.50778
12835,5,19;47;91;92;109,Yes,1.51733
12836,5,19;47;91;93;109,Yes,1.54301
12837,5,19;47;91;95;109,Yes,1.54301
12838,5,19;47;91;96;109,Yes,1.54301
12839,5,19;47;91;99;109,Yes,1.54301
12840,5,19;47;91;100;109,Yes,1.54301
12841,5,19;47;91;101;109,Yes,1.50778
12842,5,19;47;91;102;109,Yes,1.54301
12843,5,19;47;91;103;109,Yes,1.54301
12844,5,19;47;91;108;109,Yes,2.00253
12845,5,19;21;47;91;109,Yes,1.50778
12846,5,19;47;53;91;109,Yes,2.27954
12847,5,19;47;61;91;109,Yes,1.53346
12848,5,19;47;67;91;109,Yes,1.53603
12849,5,19;47;71;91;109,Yes,1.99299
12850,5,19;47;77;91;109,Yes,1.53346
12851,5,19;47;83;91;109,Yes,2.58762
12852,5,19;47;86;91;109,Yes,1.53346
12853,5,19;47;87;91;109,Yes,1.53346
12854,5,19;47;91;105;109,Yes,2.14277
12855,5,19;47;91;106;109,Yes,1.53346
12856,5,19;47;91;107;109,Yes,2.20108
12857,4,19;47;92;109,Yes,0.886906
12858,5,19;47;92;93;109,Yes,0.896452
12859,5,19;47;92;95;109,Yes,0.896452
12860,5,19;47;92;96;109,Yes,0.896452
12861,5,19;47;92;99;109,Yes,0.896452
12862,5,19;47;92;100;109,Yes,0.896452
12863,5,19;47;92;101;109,Yes,0.886906
12864,5,19;47;92;102;109,Yes,0.896452
12865,5,19;47;92;103;109,Yes,0.896452
12866,5,19;47;92;108;109,Yes,1.37475
12867,5,19;47;71;92;109,Yes,1.3652
12868,5,19;47;83;92;109,Yes,2.01559
12869,4,19;47;93;109,Yes,0.886906
12870,5,19;47;93;95;109,Yes,0.896452
12871,5,19;47;93;96;109,Yes,0.896452
12872,5,19;47;93;99;109,Yes,0.896452
12873,5,19;47;93;100;109,Yes,0.896452
12874,5,19;47;93;101;109,Yes,0.886906
12875,5,19;47;93;102;109,Yes,0.896452
12876,5,19;47;93;103;109,Yes,0.896452
12877,5,19;47;93;108;109,Yes,1.53923
12878,5,19;47;71;93;109,Yes,1.52969
12879,5,19;47;83;93;109,Yes,2.01559
12880,4,19;47;95;109,Yes,0.886906
12881,5,19;47;95;96;109,Yes,0.896452
12882,5,19;47;95;99;109,Yes,0.896452
12883,5,19;47;95;100;109,Yes,0.896452
12884,5,19;47;95;101;109,Yes,0.886906
12885,5,19;47;95;102;109,Yes,0.896452
12886,5,19;47;95;103;109,Yes,0.896452
12887,5,19;47;95;108;109,Yes,1.53923
12888,5,19;47;71;95;109,Yes,1.3652
12889,5,19;47;83;95;109,Yes,2.14248
12890,4,19;47;96;109,Yes,0.886906
12891,5,19;47;96;99;109,Yes,0.896452
12892,5,19;47;96;100;109,Yes,0.896452
12893,5,19;47;96;101;109,Yes,0.886906
12894,5,19;47;96;102;109,Yes,0.896452
12895,5,19;47;96;103;109,Yes,0.896452
12896,5,19;47;96;108;109,Yes,1.53923
12897,5,19;31;47;96;109,Yes,1.41303
12898,5,19;47;71;96;109,Yes,1.52969
12899,5,19;47;83;96;109,Yes,2.31826
12900,5,19;47;96;107;109,Yes,2.03283
12901,4,19;47;99;109,Yes,0.886906
12902,5,19;47;99;100;109,Yes,1.37475
12903,5,19;47;99;101;109,Yes,0.886906
12904,5,19;47;99;102;109,Yes,0.896452
12905,5,19;47;99;103;109,Yes,1.37475
12906,5,19;47;99;108;109,Yes,1.37475
12907,5,19;47;71;99;109,Yes,1.3652
12908,5,19;47;83;99;109,Yes,1.97451
12909,4,19;47;100;109,Yes,0.886906
12910,5,19;47;100;101;109,Yes,0.886906
12911,5,19;47;100;102;109,Yes,1.37475
12912,5,19;47;100;103;109,Yes,0.896452
12913,5,19;47;100;108;109,Yes,1.37475
12914,5,19;47;71;100;109,Yes,1.3652
12915,5,19;47;83;100;109,Yes,2.01559
12916,4,19;47;101;109,Yes,0.851683
12917,5,19;47;101;102;109,Yes,0.886906
12918,5,19;47;101;103;109,Yes,0.886906
12919,5,19;47;101;108;109,Yes,1.3652
12920,5,19;47;71;101;109,Yes,1.32998
12921,5,19;47;83;101;109,Yes,1.87712
12922,4,19;47;102;109,Yes,0.886906
12923,5,19;47;102;103;109,Yes,1.37475
12924,5,19;47;102;108;109,Yes,1.37475
12925,5,19;47;71;102;109,Yes,1.3652
12926,5,19;47;83;102;109,Yes,2.01559
12927,4,19;47;103;109,Yes,0.886906
12928,5,19;47;103;108;109,Yes,1.37475
12929,5,19;47;71;103;109,Yes,1.3652
12930,5,19;47;83;103;109,Yes,2.01559
12931,4,19;47;108;109,Yes,1.3652
12932,5,19;47;71;108;109,Yes,2.27245
12933,5,19;47;83;108;109,Yes,2.14521
12934,4,19;47;71;109,Yes,1.32998
12935,5,19;47;71;83;109,Yes,2.00674
12936,4,19;47;83;109,Yes,1.87712
12937,5,19;30;47;83;109,Yes,1.97415
12938,5,19;47;77;83;109,Yes,1.97415
12939,5,19;47;83;88;109,Yes,2.60364
12940,5,19;47;83;98;109,Yes,1.97415
12941,3,19;54;109,Yes,0.72171
12942,4,19;54;59;109,Yes,0.851683
12943,5,19;54;59;60;109,Yes,0.886906
12944,5,19;54;59;64;109,Yes,0.886906
12945,5,19;54;59;70;109,Yes,0.886906
12946,5,19;54;59;75;109,Yes,0.886906
12947,5,19;54;59;79;109,Yes,0.851683
12948,5,19;54;59;81;109,Yes,0.886906
12949,5,19;54;59;84;109,Yes,0.886906
12950,5,19;54;59;85;109,Yes,0.886906
12951,5,19;54;59;91;109,Yes,1.50778
12952,5,19;54;59;92;109,Yes,0.886906
12953,5,19;54;59;93;109,Yes,0.886906
12954,5,19;54;59;95;109,Yes,0.886906
12955,5,19;54;59;96;109,Yes,0.886906
12956,5,19;54;59;99;109,Yes,0.886906
12957,5,19;54;59;100;109,Yes,0.886906
12958,5,19;54;59;101;109,Yes,0.851683
12959,5,19;54;59;102;109,Yes,0.886906
12960,5,19;54;59;103;109,Yes,0.886906
12961,5,19;54;59;108;109,Yes,0.886906
12962,4,19;54;60;109,Yes,0.851683
12963,5,19;54;60;64;109,Yes,0.886906
12964,5,19;54;60;70;109,Yes,0.886906
12965,5,19;54;60;75;109,Yes,0.886906
12966,5,19;54;60;79;109,Yes,0.851683
12967,5,19;54;60;81;109,Yes,0.886906
12968,5,19;54;60;84;109,Yes,0.886906
12969,5,19;54;60;85;109,Yes,0.886906
12970,5,19;54;60;91;109,Yes,1.50778
12971,5,19;54;60;92;109,Yes,0.886906
12972,5,19;54;60;93;109,Yes,0.886906
12973,5,19;54;60;95;109,Yes,0.886906
12974,5,19;54;60;96;109,Yes,0.886906
12975,5,19;54;60;99;109,Yes,0.886906
12976,5,19;54;60;100;109,Yes,0.886906
12977,5,19;54;60;101;109,Yes,0.851683
12978,5,19;54;60;102;109,Yes,0.886906
12979,5,19;54;60;103;109,Yes,0.886906
12980,5,19;54;60;108;109,Yes,1.3652
12981,4,19;54;64;109,Yes,0.851683
12982,5,19;54;64;70;109,Yes,0.886906
12983,5,19;54;64;75;109,Yes,0.886906
12984,5,19;54;64;79;109,Yes,0.851683
12985,5,19;54;64;81;109,Yes,0.886906
12986,5,19;54;64;84;109,Yes,0.886906
12987,5,19;54;64;85;109,Yes,0.886906
12988,5,19;54;64;91;109,Yes,1.50778
12989,5,19;54;64;92;109,Yes,0.886906
12990,5,19;54;64;93;109,Yes,0.886906
12991,5,19;54;64;95;109,Yes,0.886906
12992,5,19;54;64;96;109,Yes,0.886906
12993,5,19;54;64;99;109,Yes,0.886906
12994,5,19;54;64;100;109,Yes,0.886906
12995,5,19;54;64;101;109,Yes,0.851683
12996,5,19;54;64;102;109,Yes,0.886906
12997,5,19;54;64;103;109,Yes,0.886906
12998,5,19;54;64;108;109,Yes,1.3652
12999,4,19;54;70;109,Yes,0.851683
13000,5,19;54;70;75;109,Yes,0.886906
13001,5,19;54;70;79;109,Yes,0.851683
13002,5,19;54;70;81;109,Yes,0.886906
13003,5,19;54;70;84;109,Yes,0.886906
13004,5,19;54;70;85;109,Yes,0.886906
13005,5,19;54;70;91;109,Yes,1.41303
13006,5,19;54;70;92;109,Yes,0.886906
13007,5,19;54;70;93;109,Yes,0.886906
13008,5,19;54;70;95;109,Yes,0.886906
13009,5,19;54;70;96;109,Yes,0.886906
13010,5,19;54;70;99;109,Yes,0.886906
13011,5,19;54;70;100;109,Yes,0.886906
13012,5,19;54;70;101;109,Yes,0.851683
13013,5,19;54;70;102;109,Yes,0.886906
13014,5,19;54;70;103;109,Yes,0.886906
13015,5,19;54;70;108;109,Yes,0.886906
13016,4,19;54;75;109,Yes,0.851683
13017,5,19;54;75;79;109,Yes,0.851683
13018,5,19;54;75;81;109,Yes,0.886906
13019,5,19;54;75;84;109,Yes,0.886906
13020,5,19;54;75;85;109,Yes,0.886906
13021,5,19;54;75;91;109,Yes,1.50778
13022,5,19;54;75;92;109,Yes,0.886906
13023,5,19;54;75;93;109,Yes,0.886906
13024,5,19;54;75;95;109,Yes,0.886906
13025,5,19;54;75;96;109,Yes,0.886906
13026,5,19;54;75;99;109,Yes,0.886906
13027,5,19;54;75;100;109,Yes,0.886906
13028,5,19;54;75;101;109,Yes,0.851683
13029,5,19;54;75;102;109,Yes,0.886906
13030,5,19;54;75;103;109,Yes,0.886906
13031,5,19;54;75;108;109,Yes,0.886906
13032,4,19;54;79;109,Yes,0.72171
13033,5,19;54;79;81;109,Yes,0.851683
13034,5,19;54;79;84;109,Yes,0.851683
13035,5,19;54;79;85;109,Yes,0.851683
13036,5,19;54;79;91;109,Yes,1.37781
13037,5,19;54;79;92;109,Yes,0.851683
13038,5,19;54;79;93;109,Yes,0.851683
13039,5,19;54;79;95;109,Yes,0.851683
13040,5,19;54;79;96;109,Yes,0.851683
13041,5,19;54;79;99;109,Yes,0.851683
13042,5,19;54;79;100;109,Yes,0.851683
13043,5,19;54;79;101;109,Yes,0.72171
13044,5,19;54;79;102;109,Yes,0.851683
13045,5,19;54;79;103;109,Yes,0.851683
13046,5,19;54;79;108;109,Yes,0.851683
13047,4,19;54;81;109,Yes,0.851683
13048,5,19;54;81;84;109,Yes,0.886906
13049,5,19;54;81;85;109,Yes,0.886906
13050,5,19;54;81;91;109,Yes,1.50778
13051,5,19;54;81;92;109,Yes,0.886906
13052,5,19;54;81;93;109,Yes,0.886906
13053,5,19;54;81;95;109,Yes,0.886906
13054,5,19;54;81;96;109,Yes,0.886906
13055,5,19;54;81;99;109,Yes,0.886906
13056,5,19;54;81;100;109,Yes,0.886906
13057,5,19;54;81;101;109,Yes,0.851683
13058,5,19;54;81;102;109,Yes,0.886906
13059,5,19;54;81;103;109,Yes,0.886906
13060,5,19;54;81;108;109,Yes,1.3652
13061,5,19;54;71;81;109,Yes,1.32998
13062,4,19;54;84;109,Yes,0.851683
13063,5,19;54;84;85;109,Yes,0.886906
13064,5,19;54;84;91;109,Yes,1.50778
13065,5,19;54;84;92;109,Yes,0.886906
13066,5,19;54;84;93;109,Yes,0.886906
13067,5,19;54;84;95;109,Yes,0.886906
13068,5,19;54;84;96;109,Yes,0.886906
13069,5,19;54;84;99;109,Yes,0.886906
13070,5,19;54;84;100;109,Yes,0.886906
13071,5,19;54;84;101;109,Yes,0.851683
13072,5,19;54;84;102;109,Yes,0.886906
13073,5,19;54;84;103;109,Yes,1.3652
13074,5,19;54;84;108;109,Yes,0.886906
13075,4,19;54;85;109,Yes,0.851683
13076,5,19;54;85;91;109,Yes,1.50778
13077,5,19;54;85;92;109,Yes,0.886906
13078,5,19;54;85;93;109,Yes,0.886906
13079,5,19;54;85;95;109,Yes,0.886906
13080,5,19;54;85;96;109,Yes,0.886906
13081,5,19;54;85;99;109,Yes,0.886906
13082,5,19;54;85;100;109,Yes,0.886906
13083,5,19;54;85;101;109,Yes,0.851683
13084,5,19;54;85;102;109,Yes,0.886906
13085,5,19;54;85;103;109,Yes,0.886906
13086,5,19;54;85;108;109,Yes,1.3652
13087,4,19;54;91;109,Yes,1.37781
13088,5,19;54;91;92;109,Yes,1.41303
13089,5,19;54;91;93;109,Yes,1.50778
13090,5,19;54;91;95;109,Yes,1.50778
13091,5,19;54;91;96;109,Yes,1.50778
13092,5,19;54;91;99;109,Yes,1.50778
13093,5,19;54;91;100;109,Yes,1.50778
13094,5,19;54;91;101;109,Yes,1.37781
13095,5,19;54;91;102;109,Yes,1.50778
13096,5,19;54;91;103;109,Yes,1.50778
13097,5,19;54;91;108;109,Yes,1.41303
13098,5,19;21;54;91;109,Yes,1.37781
13099,5,19;53;54;91;109,Yes,2.13313
13100,5,19;54;61;91;109,Yes,1.47256
13101,5,19;54;67;91;109,Yes,1.48204
13102,5,19;54;77;91;109,Yes,1.47256
13103,5,19;54;83;91;109,Yes,1.47256
13104,5,19;54;86;91;109,Yes,1.47256
13105,5,19;54;87;91;109,Yes,1.47256
13106,5,19;54;91;105;109,Yes,2.0197
13107,5,19;54;91;106;109,Yes,1.47256
13108,5,19;54;91;107;109,Yes,2.09257
13109,4,19;54;92;109,Yes,0.851683
13110,5,19;54;92;93;109,Yes,0.886906
13111,5,19;54;92;95;109,Yes,0.886906
13112,5,19;54;92;96;109,Yes,0.886906
13113,5,19;54;92;99;109,Yes,0.886906
13114,5,19;54;92;100;109,Yes,0.886906
13115,5,19;54;92;101;109,Yes,0.851683
13116,5,19;54;92;102;109,Yes,0.886906
13117,5,19;54;92;103;109,Yes,0.886906
13118,5,19;54;92;108;109,Yes,0.886906
13119,4,19;54;93;109,Yes,0.851683
13120,5,19;54;93;95;109,Yes,0.886906
13121,5,19;54;93;96;109,Yes,0.886906
13122,5,19;54;93;99;109,Yes,0.886906
13123,5,19;54;93;100;109,Yes,0.886906
13124,5,19;54;93;101;109,Yes,0.851683
13125,5,19;54;93;102;109,Yes,0.886906
13126,5,19;54;93;103;109,Yes,0.886906
13127,5,19;54;93;108;109,Yes,1.3652
13128,5,19;54;71;93;109,Yes,1.32998
13129,4,19;54;95;109,Yes,0.851683
13130,5,19;54;95;96;109,Yes,0.886906
13131,5,19;54;95;99;109,Yes,0.886906
13132,5,19;54;95;100;109,Yes,0.886906
13133,5,19;54;95;101;109,Yes,0.851683
13134,5,19;54;95;102;109,Yes,0.886906
13135,5,19;54;95;103;109,Yes,0.886906
13136,5,19;54;95;108;109,Yes,1.3652
13137,5,19;54;83;95;109,Yes,1.32998
13138,4,19;54;96;109,Yes,0.851683
13139,5,19;54;96;99;109,Yes,0.886906
13140,5,19;54;96;100;109,Yes,0.886906
13141,5,19;54;96;101;109,Yes,0.851683
13142,5,19;54;96;102;109,Yes,0.886906
13143,5,19;54;96;103;109,Yes,0.886906
13144,5,19;54;96;108;109,Yes,1.3652
13145,5,19;31;54;96;109,Yes,1.37781
13146,5,19;54;71;96;109,Yes,1.32998
13147,5,19;54;83;96;109,Yes,1.87712
13148,5,19;54;96;107;109,Yes,1.94999
13149,4,19;54;99;109,Yes,0.851683
13150,5,19;54;99;100;109,Yes,1.3652
13151,5,19;54;99;101;109,Yes,0.851683
13152,5,19;54;99;102;109,Yes,0.886906
13153,5,19;54;99;103;109,Yes,1.3652
13154,5,19;54;99;108;109,Yes,0.886906
13155,4,19;54;100;109,Yes,0.851683
13156,5,19;54;100;101;109,Yes,0.851683
13157,5,19;54;100;102;109,Yes,1.3652
13158,5,19;54;100;103;109,Yes,0.886906
13159,5,19;54;100;108;109,Yes,0.886906
13160,4,19;54;101;109,Yes,0.72171
13161,5,19;54;101;102;109,Yes,0.851683
13162,5,19;54;101;103;109,Yes,0.851683
13163,5,19;54;101;108;109,Yes,0.851683
13164,4,19;54;102;109,Yes,0.851683
13165,5,19;54;102;103;109,Yes,1.3652
13166,5,19;54;102;108;109,Yes,0.886906
13167,4,19;54;103;109,Yes,0.851683
13168,5,19;54;103;108;109,Yes,0.886906
13169,4,19;54;108;109,Yes,0.851683
13170,5,19;54;71;108;109,Yes,1.87712
13171,3,19;59;109,Yes,0.851683
13172,4,19;59;60;109,Yes,0.886906
13173,5,19;59;60;64;109,Yes,0.896452
13174,5,19;59;60;70;109,Yes,0.896452
13175,5,19;59;60;75;109,Yes,0.896452
13176,5,19;59;60;79;109,Yes,0.886906
13177,5,19;59;60;81;109,Yes,0.896452
13178,5,19;59;60;84;109,Yes,0.896452
13179,5,19;59;60;85;109,Yes,0.896452
13180,5,19;59;60;91;109,Yes,1.54301
13181,5,19;59;60;92;109,Yes,0.896452
13182,5,19;59;60;93;109,Yes,0.896452
13183,5,19;59;60;95;109,Yes,0.896452
13184,5,19;59;60;96;109,Yes,0.896452
13185,5,19;59;60;99;109,Yes,0.896452
13186,5,19;59;60;100;109,Yes,0.896452
13187,5,19;59;60;101;109,Yes,0.886906
13188,5,19;59;60;102;109,Yes,0.896452
13189,5,19;59;60;103;109,Yes,0.896452
13190,5,19;59;60;108;109,Yes,1.37475
13191,4,19;59;64;109,Yes,0.886906
13192,5,19;59;64;70;109,Yes,0.896452
13193,5,19;59;64;75;109,Yes,0.896452
13194,5,19;59;64;79;109,Yes,0.886906
13195,5,19;59;64;81;109,Yes,0.896452
13196,5,19;59;64;84;109,Yes,0.896452
13197,5,19;59;64;85;109,Yes,0.896452
13198,5,19;59;64;91;109,Yes,1.54301
13199,5,19;59;64;92;109,Yes,0.896452
13200,5,19;59;64;93;109,Yes,0.896452
13201,5,19;59;64;95;109,Yes,0.896452
13202,5,19;59;64;96;109,Yes,0.896452
13203,5,19;59;64;99;109,Yes,0.896452
13204,5,19;59;64;100;109,Yes,0.896452
13205,5,19;59;64;101;109,Yes,0.886906
13206,5,19;59;64;102;109,Yes,0.896452
13207,5,19;59;64;103;109,Yes,0.896452
13208,5,19;59;64;108;109,Yes,1.37475
13209,4,19;59;70;109,Yes,0.886906
13210,5,19;59;70;75;109,Yes,0.896452
13211,5,19;59;70;79;109,Yes,0.886906
13212,5,19;59;70;81;109,Yes,0.896452
13213,5,19;59;70;84;109,Yes,0.896452
13214,5,19;59;70;85;109,Yes,0.896452
13215,5,19;59;70;91;109,Yes,1.51733
13216,5,19;59;70;92;109,Yes,0.896452
13217,5,19;59;70;93;109,Yes,0.896452
13218,5,19;59;70;95;109,Yes,0.896452
13219,5,19;59;70;96;109,Yes,0.896452
13220,5,19;59;70;99;109,Yes,0.896452
13221,5,19;59;70;100;109,Yes,0.896452
13222,5,19;59;70;101;109,Yes,0.886906
13223,5,19;59;70;102;109,Yes,0.896452
13224,5,19;59;70;103;109,Yes,0.896452
13225,5,19;59;70;108;109,Yes,0.896452
13226,4,19;59;75;109,Yes,0.886906
13227,5,19;59;75;79;109,Yes,0.886906
13228,5,19;59;75;81;109,Yes,0.896452
13229,5,19;59;75;84;109,Yes,0.896452
13230,5,19;59;75;85;109,Yes,0.896452
13231,5,19;59;75;91;109,Yes,1.54301
13232,5,19;59;75;92;109,Yes,0.896452
13233,5,19;59;75;93;109,Yes,0.896452
13234,5,19;59;75;95;109,Yes,0.896452
13235,5,19;59;75;96;109,Yes,0.896452
13236,5,19;59;75;99;109,Yes,0.896452
13237,5,19;59;75;100;109,Yes,0.896452
13238,5,19;59;75;101;109,Yes,0.886906
13239,5,19;59;75;102;109,Yes,0.896452
13240,5,19;59;75;103;109,Yes,0.896452
13241,5,19;59;75;108;109,Yes,0.896452
13242,4,19;59;79;109,Yes,0.851683
13243,5,19;59;79;81;109,Yes,0.886906
13244,5,19;59;79;84;109,Yes,0.886906
13245,5,19;59;79;85;109,Yes,0.886906
13246,5,19;59;79;91;109,Yes,1.50778
13247,5,19;59;79;92;109,Yes,0.886906
13248,5,19;59;79;93;109,Yes,0.886906
13249,5,19;59;79;95;109,Yes,0.886906
13250,5,19;59;79;96;109,Yes,0.886906
13251,5,19;59;79;99;109,Yes,0.886906
13252,5,19;59;79;100;109,Yes,0.886906
13253,5,19;59;79;101;109,Yes,0.851683
13254,5,19;59;79;102;109,Yes,0.886906
13255,5,19;59;79;103;109,Yes,0.886906
13256,5,19;59;79;108;109,Yes,0.886906
13257,4,19;59;81;109,Yes,0.886906
13258,5,19;59;81;84;109,Yes,0.896452
13259,5,19;59;81;85;109,Yes,0.896452
13260,5,19;59;81;91;109,Yes,1.54301
13261,5,19;59;81;92;109,Yes,0.896452
13262,5,19;59;81;93;109,Yes,0.896452
13263,5,19;59;81;95;109,Yes,0.896452
13264,5,19;59;81;96;109,Yes,0.896452
13265,5,19;59;81;99;109,Yes,0.896452
13266,5,19;59;81;100;109,Yes,0.896452
13267,5,19;59;81;101;109,Yes,0.886906
13268,5,19;59;81;102;109,Yes,0.896452
13269,5,19;59;81;103;109,Yes,0.896452
13270,5,19;59;81;108;109,Yes,1.37475
13271,5,19;59;71;81;109,Yes,1.3652
13272,4,19;59;84;109,Yes,0.886906
13273,5,19;59;84;85;109,Yes,0.896452
13274,5,19;59;84;91;109,Yes,1.54301
13275,5,19;59;84;92;109,Yes,0.896452
13276,5,19;59;84;93;109,Yes,0.896452
13277,5,19;59;84;95;109,Yes,0.896452
13278,5,19;59;84;96;109,Yes,0.896452
13279,5,19;59;84;99;109,Yes,0.896452
13280,5,19;59;84;100;109,Yes,0.896452
13281,5,19;59;84;101;109,Yes,0.886906
13282,5,19;59;84;102;109,Yes,0.896452
13283,5,19;59;84;103;109,Yes,1.37475
13284,5,19;59;84;108;109,Yes,0.896452
13285,4,19;59;85;109,Yes,0.886906
13286,5,19;59;85;91;109,Yes,1.54301
13287,5,19;59;85;92;109,Yes,0.896452
13288,5,19;59;85;93;109,Yes,0.896452
13289,5,19;59;85;95;109,Yes,0.896452
13290,5,19;59;85;96;109,Yes,0.896452
13291,5,19;59;85;99;109,Yes,0.896452
13292,5,19;59;85;100;109,Yes,0.896452
13293,5,19;59;85;101;109,Yes,0.886906
13294,5,19;59;85;102;109,Yes,0.896452
13295,5,19;59;85;103;109,Yes,0.896452
13296,5,19;59;85;108;109,Yes,1.37475
13297,4,19;59;91;109,Yes,1.50778
13298,5,19;59;91;92;109,Yes,1.51733
13299,5,19;59;91;93;109,Yes,1.54301
13300,5,19;59;91;95;109,Yes,1.54301
13301,5,19;59;91;96;109,Yes,1.54301
13302,5,19;59;91;99;109,Yes,1.54301
13303,5,19;59;91;100;109,Yes,1.54301
13304,5,19;59;91;101;109,Yes,1.50778
13305,5,19;59;91;102;109,Yes,1.54301
13306,5,19;59;91;103;109,Yes,1.54301
13307,5,19;59;91;108;109,Yes,1.51733
13308,5,19;21;59;91;109,Yes,1.50778
13309,5,19;53;59;91;109,Yes,2.2611
13310,5,19;59;61;91;109,Yes,1.53346
13311,5,19;59;67;91;109,Yes,1.53603
13312,5,19;59;77;91;109,Yes,1.53346
13313,5,19;59;83;91;109,Yes,1.53346
13314,5,19;59;86;91;109,Yes,1.53346
13315,5,19;59;87;91;109,Yes,1.53346
13316,5,19;59;91;105;109,Yes,2.14277
13317,5,19;59;91;106;109,Yes,1.53346
13318,5,19;59;91;107;109,Yes,2.20108
13319,4,19;59;92;109,Yes,0.886906
13320,5,19;59;92;93;109,Yes,0.896452
13321,5,19;59;92;95;109,Yes,0.896452
13322,5,19;59;92;96;109,Yes,0.896452
13323,5,19;59;92;99;109,Yes,0.896452
13324,5,19;59;92;100;109,Yes,0.896452
13325,5,19;59;92;101;109,Yes,0.886906
13326,5,19;59;92;102;109,Yes,0.896452
13327,5,19;59;92;103;109,Yes,0.896452
13328,5,19;59;92;108;109,Yes,0.896452
13329,4,19;59;93;109,Yes,0.886906
13330,5,19;59;93;95;109,Yes,0.896452
13331,5,19;59;93;96;109,Yes,0.896452
13332,5,19;59;93;99;109,Yes,0.896452
13333,5,19;59;93;100;109,Yes,0.896452
13334,5,19;59;93;101;109,Yes,0.886906
13335,5,19;59;93;102;109,Yes,0.896452
13336,5,19;59;93;103;109,Yes,0.896452
13337,5,19;59;93;108;109,Yes,1.37475
13338,5,19;59;71;93;109,Yes,1.3652
13339,4,19;59;95;109,Yes,0.886906
13340,5,19;59;95;96;109,Yes,0.896452
13341,5,19;59;95;99;109,Yes,0.896452
13342,5,19;59;95;100;109,Yes,0.896452
13343,5,19;59;95;101;109,Yes,0.886906
13344,5,19;59;95;102;109,Yes,0.896452
13345,5,19;59;95;103;109,Yes,0.896452
13346,5,19;59;95;108;109,Yes,1.37475
13347,5,19;59;83;95;109,Yes,1.3652
13348,4,19;59;96;109,Yes,0.886906
13349,5,19;59;96;99;109,Yes,0.896452
13350,5,19;59;96;100;109,Yes,0.896452
13351,5,19;59;96;101;109,Yes,0.886906
